Contract name,Bytesize,Average ETH Price,STD ETH price,Average Gas Fees,STD Gas fees,Average deployment cost (ETH),STD Deployment cost (ETH),Average deployment cost (USD),STD Deployment cost (USD)
AuctionCrowdfund.sol,34857.0,3125.7889999999998,0.4184602729054474,6992400.0,0.0,0.05435663663506788,0.001144064158625714,169.90900000000002,3.5639793770447166
AuctionCrowdfundBase.sol,48313.0,3124.7869999999994,0.4410000000000764,9683600.0,0.0,0.07408759551957263,0.0013543882975041563,231.506,4.242999410794212
BuyCrowdfund.sol,32636.0,3124.3450000000003,0.600903486426955,6548200.0,0.0,0.0527322915481474,0.0021545102215257714,164.753,6.736622373266888
BuyCrowdfundBase.sol,48313.0,3124.375,0.10442700800083432,9683600.0,0.0,0.07397096260885429,0.0014363659659766977,231.11400000000003,4.488162653024061
Clones.sol,160.0,3124.4130000000005,0.06450581369147722,53000.0,0.0,0.0003975578287611,3.513391488922569e-06,1.2440000000000002,0.009165151389911688
CollectionBatchBuyCrowdfund.sol,34446.0,3125.157,0.605046279221547,6910200.0,0.0,0.052278887759539316,0.001636234688165632,163.38,5.132443862333026
CollectionBuyCrowdfund.sol,32136.0,3126.2239999999997,0.23533805472120628,6448200.0,0.0,0.04983697960139844,0.0012011875895439812,155.803,3.7588723042955365
Context.sol,0.0,3126.4370000000004,0.29099999999994,21000.0,0.0,0.00016327683519839998,1.603434783416292e-06,0.5139999999999999,0.00489897948556636
Crowdfund.sol,48313.0,3127.2850000000003,0.34552134521615563,9683600.0,0.0,0.07672562911608401,0.003437823094708493,239.945,10.770873919975111
CrowdfundFactory.sol,15932.0,3126.906,1.319622673342683,3207400.0,0.0,0.02462451378194108,0.0006713046333075532,76.998,2.0842591009756903
CrowdfundNFT.sol,0.0,3126.04,0.3277804143020323,21000.0,0.0,0.0001585804726779,6.226691519544435e-06,0.496,0.01907878402833893
draft-IERC6093.sol,0.0,3126.1989999999996,0.1882790482236794,21000.0,0.0,0.0001672865892768,5.069622461636933e-06,0.524,0.01743559577416268
EIP165.sol,0.0,3125.911,0.372892745974007,21000.0,0.0,0.00018142188883769997,5.7142611599563365e-06,0.57,0.017888543819998284
ERC20.sol,0.0,3126.286,0.40326666115616394,21000.0,0.0,0.0001741004177157,4.1459906432125195e-06,0.541,0.013747727084867533
ERC20LaunchCrowdfund.sol,29641.0,3123.343,1.2321773411324375,5949200.0,0.0,0.045825539786338645,0.0021879451736600978,143.131,6.869175278008269
ERC721.sol,0.0,3121.5389999999998,0.36167526871490013,21000.0,0.0,0.00016791540740940003,2.933696049731467e-06,0.524,0.009165151389911688
ERC721Receiver.sol,0.0,3121.3749999999995,0.27825348155953444,21000.0,0.0,0.00015275993165789998,7.522899386392306e-06,0.475,0.024186773244895647
ERC1155.sol,0.0,3121.328,0.8840000000000146,21000.0,0.0,0.00015687548724539998,1.62185240024951e-06,0.49000000000000005,0.004472135954999583
ETHCrowdfundBase.sol,48313.0,3118.5269999999996,2.7548468196978777,9683600.0,0.0,0.07086053002877984,0.0011423811048702013,220.983,3.690100405138048
FixedPointMathLib.sol,160.0,3115.6760000000004,0.4360091742153433,53000.0,0.0,0.0004074652255402,1.7868539413129705e-05,1.268,0.05418486873657632
IERC20.sol,0.0,3114.55,1.5518956150463858,21000.0,0.0,0.0001621890119514,3.278369503874372e-06,0.505,0.01284523257866514
IERC20Creator.sol,0.0,3113.079,1.9251205157080842,21000.0,0.0,0.00016587199997969998,7.75838627701117e-06,0.516,0.021071307505705496
IERC20Metadata.sol,0.0,3107.975,1.4214587577555806,21000.0,0.0,0.0001767086507277,1.520593520537556e-06,0.5500000000000002,0.006324555320336764
IERC165.sol,0.0,3107.652,0.48819668167663827,21000.0,0.0,0.0001679050397619,6.983155032241821e-06,0.522,0.022715633383201116
IERC721.sol,0.0,3107.4839999999995,0.39200000000000734,21000.0,0.0,0.0001668569955906,1.9470988323927115e-06,0.518,0.0060000000000000045
IERC721Receiver.sol,0.0,3109.691,2.393651812607675,21000.0,0.0,0.0001775220336225,3.543220192106268e-06,0.55,0.010954451150103331
IERC1155.sol,0.0,3107.585,0.4450000000001637,21000.0,0.0,0.0001809335886771,3.7949266870706538e-06,0.5589999999999999,0.011357816691600514
IERC2981.sol,0.0,3107.379,0.42716390296940576,21000.0,0.0,0.0001678091939958,3.732859476149376e-06,0.5209999999999999,0.01044030650891056
IERC4906.sol,0.0,3106.996,0.24621941434416497,21000.0,0.0,0.0001639973788299,1.1016221347214086e-06,0.509,0.0030000000000000027
IGateKeeper.sol,0.0,3106.8669999999997,0.4146576901492792,21000.0,0.0,0.0001533760277259,5.489278249813254e-06,0.473,0.01791647286716891
IGlobals.sol,0.0,3108.153,1.371605263915136,21000.0,0.0,0.0001522554370995,6.0057352296689025e-06,0.47400000000000003,0.017435595774162687
IMarketWrapper.sol,0.0,3109.692,1.0959999999999126,21000.0,0.0,0.0001555958191893,8.525338550785571e-06,0.485,0.02291287847477922
IMetadataProvider.sol,0.0,3108.044,1.9294517355974017,21000.0,0.0,0.0001675572826494,4.349906079847809e-06,0.52,0.015491933384829681
Implementation.sol,0.0,3105.644,0.7336920334854767,21000.0,0.0,0.00016976307023130002,5.169011484617069e-06,0.526,0.01743559577416271
InitialETHCrowdfund.sol,24768.0,3101.764,1.4484419215142426,4974600.0,0.0,0.0417958287552837,0.0013902960945591848,129.64100000000002,4.272925110506857
IPartyFactory.sol,48313.0,3099.722,0.44662736145469845,9683600.0,0.0,0.08165379990915181,0.0016077432136813298,253.10299999999998,4.970342141140786
