Contract name,Bytesize,Average ETH Price,STD ETH price,Average Gas Fees,STD Gas fees,Average deployment cost (ETH),STD Deployment cost (ETH),Average deployment cost (USD),STD Deployment cost (USD)
IERC721.sol,0.0,3123.8229999999994,0.8069206900310655,21000.0,0.0,0.00023657379542789997,1.0917828271076571e-05,0.7369999999999999,0.03407345007480167
IERC721Votes.sol,0.0,3125.007,0.02100000000004911,21000.0,0.0,0.0002552277013566,7.351073552029313e-07,0.797,0.004582575694955844
IERC1967Upgrade.sol,0.0,3125.225,0.39865398530552654,21000.0,0.0,0.00024980816540609997,1.9349542352978157e-06,0.7769999999999999,0.006403124237432854
IGovernor.sol,31644.0,3126.0090000000005,0.4008603248015331,6349800.0,0.0,0.07734862331728524,0.0015051496818772228,241.79299999999998,4.7135147183391695
IInitializable.sol,0.0,3126.662,0.1616663230236541,21000.0,0.0,0.0002514852757053,2.9379629429207906e-06,0.783,0.009000000000000008
IManager.sol,0.0,3126.9019999999996,0.4556050921575909,21000.0,0.0,0.0002456190920736,7.063347999775527e-06,0.764,0.02200000000000002
Initializable.sol,0.0,3127.772,0.358547068039838,21000.0,0.0,0.0002348231751579,2.564932137616859e-06,0.734,0.009165151389911688
IOwnable.sol,0.0,3127.9820000000004,0.20399999999990542,21000.0,0.0,0.0002353931281506,9.32422756814092e-07,0.7370000000000001,0.004582575694955844
IPausable.sol,0.0,3127.807,0.24859806917987523,21000.0,0.0,0.00023013832939230001,4.8627004921526935e-06,0.719,0.015779733838059515
IToken.sol,0.0,3127.488,0.25474693324944164,21000.0,0.0,0.0002259701782779,1.0722487158126844e-06,0.706,0.004898979485566361
ITreasury.sol,0.0,3127.7650000000003,0.022912878474862557,21000.0,0.0,0.00022475217943709996,2.7581805378538182e-06,0.703,0.009000000000000008
IUUPS.sol,0.0,3127.792,0.06415605972932341,21000.0,0.0,0.00022921754246789998,9.47098718196257e-06,0.718,0.027495454169735065
IVersionedContract.sol,0.0,3128.0739999999996,0.2197817098850688,21000.0,0.0,0.00023410929919650005,5.598624809256719e-06,0.734,0.014966629547095779
Manager.sol,18463.0,3129.5389999999998,1.1810372559747304,3713600.0,0.0,0.041439897437431684,0.0008447627604148815,129.69,2.6683702891465435
ManagerStorageV1.sol,92.0,3130.54,0.2799999999999727,39400.0,0.0,0.00043045367273982003,7.2485079165353516e-06,1.35,0.01999999999999993
ManagerTypesV1.sol,0.0,3130.468,0.2341281700265825,21000.0,0.0,0.00024216116531670001,8.564467398112841e-06,0.757,0.027221315177632422
Ownable.sol,0.0,3130.471,0.16955530071331607,21000.0,0.0,0.0002666489223762,6.7555896711733644e-06,0.837,0.023685438564654
ProposalHasher.sol,0.0,3130.061,0.3353341616954174,21000.0,0.0,0.00026243715578849996,5.710320706463069e-06,0.8230000000000001,0.016155494421403477
Proxy.sol,0.0,3130.132,0.40661529730197193,21000.0,0.0,0.0002509169090778,8.106427968725967e-08,0.79,0.0
ReentrancyGuard.sol,0.0,3129.911111111111,0.6811500804513017,21000.0,0.0,0.00023979105813133332,6.38861615053146e-06,0.75,0.023094010767585053
SafeCast.sol,166.0,3128.11,0.39999999999999997,54200.0,0.0,0.00057585705184886,2.320753665204695e-05,1.8039999999999998,0.07116178749862877
StorageSlot.sol,166.0,3128.11,0.39999999999999997,54200.0,0.0,0.00057253364125132,2.8778146506898777e-05,1.7919999999999998,0.08818163074019439
Token.sol,32483.0,3125.548,0.3839999999998327,6517600.0,0.0,0.07002329475311864,0.0017930204030458968,218.86100000000002,5.613602141228041
TokenReceiver.sol,0.0,3124.692,1.1223261558030444,21000.0,0.0,0.00022253254771019995,1.0120798463946113e-05,0.6940000000000002,0.03136877428271622
TokenStorageV1.sol,92.0,3123.432,0.0881816307401142,39400.0,0.0,0.00041945144860032,7.458415224107382e-06,1.311,0.022561028345356976
TokenStorageV2.sol,412.0,3123.444,0.08428523002274527,103400.0,0.0,0.00107690575387692,1.1915352862143117e-05,3.3600000000000003,0.03687817782917163
TokenStorageV3.sol,210.0,3123.484,0.054990908339420067,63000.0,0.0,0.0006469368975531001,2.42511803925156e-06,2.0230000000000006,0.0045825756949557424
TokenTypesV1.sol,0.0,3123.4120000000003,0.13629380029920674,21000.0,0.0,0.00021998901756720002,2.5492930881845725e-06,0.6899999999999998,0.007745966692414797
TokenTypesV2.sol,0.0,3123.2840000000006,0.2988377486196101,21000.0,0.0,0.00021473595756269997,4.130014174630296e-06,0.672,0.01248999599679676
Treasury.sol,15110.0,3121.3909999999996,1.4803746147512549,3043000.0,0.0,0.029982621997915397,0.0021209802277962746,93.58500000000001,6.584312036955719
TreasuryStorageV1.sol,92.0,3120.05,0.4200000000000273,39400.0,0.0,0.00040804662535565996,1.1530336678962412e-05,1.2730000000000001,0.03822302970723282
TreasuryTypesV1.sol,92.0,3119.6099999999997,0.5502726596879062,39400.0,0.0,0.00041203521635126,9.298756158778158e-06,1.2849999999999997,0.03041381265149113
UUPS.sol,0.0,3119.8259999999996,0.13200000000001638,21000.0,0.0,0.00021733315263240002,9.080031725792048e-07,0.678,0.0040000000000000036
VersionedContract.sol,0.0,3119.2619999999997,0.5743309150655395,21000.0,0.0,0.0002171090851692,6.744499776000033e-07,0.6779999999999999,0.0040000000000000036
