Contract name,Bytesize,Average ETH Price,STD ETH price,Average Gas Fees,STD Gas fees,Average deployment cost (ETH),STD Deployment cost (ETH),Average deployment cost (USD),STD Deployment cost (USD)
Address.sol,166.0,3122.0510000000004,0.32234918954452557,54200.0,0.0,0.0013913240953624599,2.99735203654395e-05,4.343,0.09539916142189092
Checkpoints.sol,166.0,3121.411,1.286999999999989,54200.0,0.0,0.0013903669721912401,6.642182764360054e-06,4.340999999999999,0.022113344387495827
Context.sol,0.0,3117.5379999999996,0.014696938456797091,21000.0,0.0,0.0005372098843461001,1.7349679336974223e-05,1.675,0.05554277630799528
Counters.sol,166.0,3116.8539999999994,0.4638792946446804,54200.0,0.0,0.0013983653681577002,2.0749391312842644e-05,4.359,0.06579513659838407
draft-ERC721Votes.sol,0.0,3116.5240000000003,0.12831211945864682,21000.0,0.0,0.0005265122543960999,2.3325583347817887e-05,1.6400000000000001,0.07509993342207431
ECDSA.sol,166.0,3113.84,0.90605739332561,54200.0,0.0,0.0013052014625594601,6.707191379208853e-06,4.065,0.022912878474779116
EIP712.sol,0.0,3113.499,0.30703257156186625,21000.0,0.0,0.00048757079763,1.2646668857479978e-05,1.518,0.04261455150532507
ERC165.sol,0.0,3114.582,0.9056688136398828,21000.0,0.0,0.00047935086427409996,6.940019868074723e-06,1.4909999999999999,0.021656407827707735
ERC721.sol,9949.0,3113.415,2.1239550371889795,2010800.0,0.0,0.046909844553258716,0.0014425460582919516,146.049,4.433735332651242
ERC721Votes.sol,0.0,3110.3660000000004,0.20799999999999272,21000.0,0.0,0.0005109182275974,4.830138003391213e-06,1.589,0.015779733838059515
IERC165.sol,0.0,3108.1449999999995,0.9192197778550837,21000.0,0.0,0.0005047399696857002,6.873378722961549e-06,1.5690000000000002,0.023430749027719983
IERC721.sol,0.0,3109.171,1.7878168250690563,21000.0,0.0,0.0004956868022694,9.537786846502444e-06,1.541,0.029137604568666955
IERC721Metadata.sol,0.0,3111.3419999999996,0.07332121111922675,21000.0,0.0,0.0005062719811296001,1.253880937053605e-05,1.576,0.03954743986657033
IERC721Receiver.sol,0.0,3110.94,0.45799563316682435,21000.0,0.0,0.0005056647949898999,2.7707638508834416e-05,1.573,0.08379140767405689
IJBOperatable.sol,0.0,3110.9700000000003,0.5278257288157736,21000.0,0.0,0.0005389256893293,1.9550965825408427e-05,1.677,0.06067124524847006
IJBOperatorStore.sol,0.0,3110.51,0.2599999999999909,21000.0,0.0,0.0005271096716445,7.024641867072988e-06,1.6420000000000001,0.02357965224510312
IJBProjects.sol,0.0,3108.609,0.9739039993757072,21000.0,0.0,0.0005014960277208001,5.009463672105969e-06,1.56,0.01483239697419134
IJBTokenUriResolver.sol,0.0,3108.2529999999997,0.22561249965369393,21000.0,0.0,0.0004933521983312999,1.0319840697538624e-05,1.5350000000000001,0.033241540277189355
IVotes.sol,0.0,3108.489,0.027000000000043656,21000.0,0.0,0.0004512882603705,2.422279144408011e-05,1.4000000000000001,0.0742967024840268
JBOperatable.sol,0.0,3110.405,0.6500961467352006,21000.0,0.0,0.0004448448254019,2.0947941873210757e-05,1.387,0.06664082832618451
JBOperations.sol,1112.0,3109.488,2.184000000000015,243400.0,0.0,0.005117677797115661,0.00010361841568471137,15.913999999999998,0.3213782817802107
JBOperatorData.sol,0.0,3106.4939999999997,1.1218663021946778,21000.0,0.0,0.00043667531780880003,1.181911096526623e-05,1.358,0.0391918358845308
JBProjectMetadata.sol,0.0,3104.882,1.3414678527642032,21000.0,0.0,0.00047131652179290006,6.784298854663354e-06,1.4629999999999999,0.02100000000000002
JBProjects.sol,24011.0,3104.124,0.32800000000006546,4823200.0,0.0,0.10333322936970424,0.002099507469816824,320.757,6.532428415222007
Math.sol,166.0,3104.877,0.7473693865821067,54200.0,0.0,0.0011407193617763202,1.6961798742818783e-05,3.5419999999999994,0.053065996645686446
Ownable.sol,0.0,3107.23,0.31999999999989087,21000.0,0.0,0.0004289305933835999,4.592750581864474e-06,1.3330000000000002,0.014177446878757837
SafeCast.sol,166.0,3107.6440000000002,0.5872512239237412,54200.0,0.0,0.00108930954359238,1.687988264483661e-05,3.3840000000000003,0.05370288632839026
Strings.sol,166.0,3108.3050000000003,0.024999999999863576,54200.0,0.0,0.00111785282831386,8.536032527647963e-06,3.476,0.028354893757515508
Votes.sol,0.0,3108.803,0.36794157144861667,21000.0,0.0,0.0004317763556904,9.73462588685515e-06,1.343,0.02934280150224236
