Contract name,Bytesize,Average ETH Price,STD ETH price,Average Gas Fees,STD Gas fees,Average deployment cost (ETH),STD Deployment cost (ETH),Average deployment cost (USD),STD Deployment cost (USD)
AddressUpgradeable.sol,332,3217.7360090939965,2.243902734720535,54200.0,0.0,0.0036560173092770195,5.8676590354357324e-05,11.763,0.19147062437878062
ContextUpgradeable.sol,0,3224.1213400840415,0.1440692858559487,21000.0,0.0,0.001628813672976,7.253231098046395e-06,5.248,0.022271057451319836
CountersUpgradeable.sol,332,3226.6931556134577,2.7941850866910793,54200.0,0.0,0.004485429081005901,6.201402072603136e-05,14.473999999999998,0.20470466531078396
DaoAuthorizableUpgradeable.sol,0,3239.3295819070927,10.232975843040686,21000.0,0.0,0.0017754457762461002,5.629404631121858e-05,5.751,0.19138704240360693
ECDSAUpgradeable.sol,332,3248.1184814030894,0.8984972741000092,54200.0,0.0,0.004736961314487679,0.00010793034530531157,15.386000000000001,0.35165892566519563
EIP712Upgradeable.sol,0,3245.582317202666,2.455291116723649,21000.0,0.0,0.001729575402723,9.722871210270545e-05,5.615,0.3177499016522271
ERC20PermitUpgradeable.sol,0,3243.414596249249,4.271830074515638,21000.0,0.0,0.001841652883896,5.1150249417815025e-05,5.970999999999999,0.1648302156766167
ERC20Upgradeable.sol,9382,3238.079763391922,0.5777147917840921,959200.0,0.0,0.08427381730319553,0.0004801705985366389,272.88399999999996,1.543821233174377
ERC20VotesUpgradeable.sol,0,3240.126795430275,2.0366275347816796,21000.0,0.0,0.0019883791400508,2.534010345904778e-05,6.445,0.08333666660000272
ERC165Upgradeable.sol,0,3238.7240467372467,1.8143784729691754,21000.0,0.0,0.0018166088798970003,2.168404344971009e-19,5.881,0.002999999999999936
GovernanceERC20.sol,59416,3237.1821723199737,0.6681162636788442,5962600.0,0.0,0.5620314761230092,0.009013349492225974,1819.396,29.08605067725763
IDAO.sol,0,3234.7541749066827,1.0878678742744754,21000.0,0.0,0.0019395093292890002,1.713724727436386e-05,6.2749999999999995,0.05426785420486045
IERC20MetadataUpgradeable.sol,0,3235.3660062825775,0.6486087093043019,21000.0,0.0,0.0019829039340411,1.1470976913280687e-05,6.414,0.03929376540877706
IERC20MintableUpgradeable.sol,0,3235.5211891137233,1.571537314543471,21000.0,0.0,0.0020198895231144003,7.620963577042513e-05,6.534999999999999,0.24682990094394952
IERC20PermitUpgradeable.sol,0,3234.5973075752727,1.5997385434133207,21000.0,0.0,0.0020263217888844,9.195083325340672e-06,6.552,0.03155946767611873
IERC20Upgradeable.sol,0,3236.0075546943444,0.9317655693781034,21000.0,0.0,0.0020118499721418,3.2969908760808455e-05,6.508999999999999,0.10681292056675559
IERC165Upgradeable.sol,0,3237.822018526448,2.0247752594320154,21000.0,0.0,0.0019993945312341,5.7054628255457565e-05,6.473999999999999,0.1892194493174527
IERC5267Upgradeable.sol,0,3240.4065339933823,2.002018678336026,21000.0,0.0,0.0019331687578055998,6.377357656011747e-05,6.265000000000001,0.20881810266353848
IERC5805Upgradeable.sol,0,3235.9371684206963,1.902928716027448,21000.0,0.0,0.0018529918418382003,5.888201197640439e-05,5.997,0.19360010330575778
IERC6372Upgradeable.sol,0,3234.4210597597335,1.4589326664203714,21000.0,0.0,0.0020832967876917,4.457448613052422e-05,6.7379999999999995,0.14558846108122728
Initializable.sol,0,3233.100086537134,0.6219032441165566,21000.0,0.0,0.0020792304461565,2.4241685457869132e-05,6.722999999999999,0.0779807668595277
IVotesUpgradeable.sol,0,3235.2118920795792,1.8080612242291114,21000.0,0.0,0.002051490526449,1.1973626322000011e-05,6.635,0.04031128874149259
MathUpgradeable.sol,332,3235.876382815776,0.9627435984241036,54200.0,0.0,0.00502179026335128,9.577708182056713e-05,16.25,0.31384709652950404
SafeCastUpgradeable.sol,332,3236.496680272248,1.2363985763441911,54200.0,0.0,0.004960867775818019,4.024576221764201e-05,16.058000000000003,0.13518875692896998
SignedMathUpgradeable.sol,332,3237.890709645463,2.182435305229386,54200.0,0.0,0.004883868986220121,0.0002248617115570232,15.812999999999999,0.7353781340235785
StringsUpgradeable.sol,332,3243.9552912589693,0.06041223569145411,54200.0,0.0,0.00559547986004564,7.21853443835444e-05,18.151999999999997,0.23446961423604504
